Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Los Angeles,Los Angeles_CA,CA,73,64,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Harrisburg,Dauphin_PA,PA,26.1,75,2,19.6,0,Light Snow,FALSE,FALSE,FALSE,twilight
3,Grand Blanc,Genesee_MI,MI,34,79,10,9.2,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Houston,Harris_TX,TX,72,91,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
4,Canfield,Mahoning_OH,OH,59,87,10,6.9,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Baton Rouge,East Baton Rouge_LA,LA,75,41,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Des Plaines,Cook_IL,IL,46,86,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Chapin,Lexington_SC,SC,63,100,0.5,7,0,Fog,FALSE,FALSE,FALSE,day
2,Riverside,Riverside_CA,CA,79,47,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Swartz Creek,Genesee_MI,MI,71.1,55,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Plymouth,Wayne_MI,MI,61,75,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,21.9,78,4,17.3,0,Light Snow,FALSE,FALSE,FALSE,day
2,Stockton,San Joaquin_CA,CA,69.1,61,10,10.4,0,Clear,FALSE,FALSE,FALSE,night
3,Saint Paul,Ramsey_MN,MN,28.9,96,0.2,11.5,0.02,Heavy Snow,FALSE,FALSE,FALSE,day
2,Boynton Beach,Palm Beach_FL,FL,79,94,10,9,0,Light Rain,FALSE,FALSE,FALSE,day
3,Denver,Denver_CO,CO,95,17,10,12,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Studio City,Los Angeles_CA,CA,55,89,10,3.5,0,Clear,TRUE,FALSE,FALSE,twilight
2,Meridian,Ada_ID,ID,39,31,10,0,0,Fair,FALSE,FALSE,TRUE,twilight
3,Zion,Lake_IL,IL,17.1,77,3,6.9,0,Light Snow,FALSE,FALSE,FALSE,night
3,San Diego,San Diego_CA,CA,71.1,73,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,78.1,25,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Austin,Travis_TX,TX,57,36,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
2,Mount Dora,Orange_FL,FL,48.9,52,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
3,San Leandro,Alameda_CA,CA,57.9,78,10,4.6,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Trumbull,Fairfield_CT,CT,53.1,15,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Bridgeport,Montgomery_PA,PA,80.6,42,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Nashville,Davidson_TN,TN,75,48,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Tampa,Hillsborough_FL,FL,61,100,0.5,0,0,Fog,FALSE,FALSE,FALSE,night
2,Houston,Harris_TX,TX,52,49,10,8.1,0,Clear,FALSE,FALSE,TRUE,twilight
3,Fremont,Alameda_CA,CA,70,73,10,8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,66,75,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,West Linn,Clackamas_OR,OR,85,27,10,7,0,Fair,TRUE,FALSE,FALSE,day
2,Mira Loma,Riverside_CA,CA,64.9,43,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Redlands,San Bernardino_CA,CA,79.9,37,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Oakland Gardens,Queens_NY,NY,80.1,58,10,13.8,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,63,87,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
2,Orlando,Orange_FL,FL,53.1,71,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Elgin,Kane_IL,IL,88,46,10,17.3,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Wichita,Sedgwick_KS,KS,60,52,10,21,0,Fair / Windy,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,65,84,9,0,0,Fair,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,68,42,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Providence,Providence_RI,RI,37,37,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Lakeside,San Diego_CA,CA,59,77,8,6.9,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Phelps,Ontario_NY,NY,39,60,10,29.9,0,Overcast,FALSE,FALSE,FALSE,night
3,Sun Valley,Los Angeles_CA,CA,78.1,46,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Brandon,Rankin_MS,MS,95,46,10,8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,73.4,69,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
3,Sunbury,Delaware_OH,OH,17.6,73,10,15,0,Overcast,FALSE,FALSE,FALSE,night
2,Anderson,Anderson_SC,SC,85,67,10,9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,East Hartford,Hartford_CT,CT,16,88,6,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Wyncote,Montgomery_PA,PA,39.2,87,7,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Altamonte Springs,Seminole_FL,FL,72,78,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Detroit,Wayne_MI,MI,71.1,81,9,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
4,Lynnville,Warrick_IN,IN,25,96,4,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Springfield,Greene_MO,MO,39.9,63,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
3,Inglewood,Los Angeles_CA,CA,71.1,61,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Providence,Providence_RI,RI,48,22,10,8.1,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
4,Vernon,Oneida_NY,NY,23,78,10,19.6,0,Overcast,FALSE,FALSE,FALSE,day
2,North Highlands,Sacramento_CA,CA,72,43,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Fort Myers,Lee_FL,FL,60.1,30,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Mira Loma,Riverside_CA,CA,46,86,7,7,0,Rain,TRUE,FALSE,FALSE,night
3,Houston,Harris_TX,TX,48,89,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Raleigh,Wake_NC,NC,70,93,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Johnston,Polk_IA,IA,73.4,94,3,8.1,0,Light Rain,FALSE,FALSE,FALSE,day
2,York,York_PA,PA,79,84,10,3.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,75.2,61,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Huntsville,Madison_AL,AL,75,94,9,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Omaha,Douglas_NE,NE,77.7,80,10,3.5,0,Overcast,FALSE,FALSE,TRUE,day
2,Nashville,Davidson_TN,TN,82,58,10,8,0,Thunder,FALSE,FALSE,TRUE,day
3,Phoenix,Maricopa_AZ,AZ,71.1,15,10,3.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
3,Shorewood,Will_IL,IL,78,69,10,5,0,Fair,FALSE,FALSE,FALSE,day
3,Attleboro Falls,Bristol_MA,MA,32,59,10,13.8,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Durant,Cedar_IA,IA,48,71,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,43,49,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Dublin,Alameda_CA,CA,39.9,55,10,4.6,0,Clear,TRUE,FALSE,FALSE,twilight
2,San Marcos,San Diego_CA,CA,71.1,78,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,80,56,10,13,0,Fair,FALSE,FALSE,FALSE,day
2,Tucson,Pima_AZ,AZ,58.5,14,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Halethorpe,Baltimore County_MD,MD,39.9,89,9,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,90,54,10,13,0,Thunder,FALSE,FALSE,TRUE,day
3,Chicago,Cook_IL,IL,81,77,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,84,40,10,12,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,San Leandro,Alameda_CA,CA,81,41,10,16,0,Fair,FALSE,FALSE,TRUE,day
3,Inglewood,Los Angeles_CA,CA,66,87,7,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Baton Rouge,East Baton Rouge_LA,LA,75,100,7,0,0,Clear,FALSE,FALSE,FALSE,day
2,Corona,Riverside_CA,CA,58,58,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Corona,Riverside_CA,CA,81,17,10,10.4,0,Clear,TRUE,FALSE,FALSE,day
2,Pflugerville,Travis_TX,TX,77,78,8,12,0,Cloudy,FALSE,FALSE,TRUE,day
3,Flint,Genesee_MI,MI,36,97,2.5,12.7,0,Overcast,FALSE,FALSE,FALSE,day
4,Three Rivers,Saint Joseph_MI,MI,45.9,79,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,55.9,72,10,0,0.01,Light Rain,FALSE,FALSE,TRUE,day
2,Middletown,New Castle_DE,DE,71.1,84,10,13.8,0,Overcast,FALSE,TRUE,FALSE,night
2,Johnstown,Cambria_PA,PA,69,93,3,3,0.25,Light Rain,FALSE,FALSE,FALSE,day
3,Maple Heights,Cuyahoga_OH,OH,71.1,93,5,10.4,0.13,Light Rain,FALSE,FALSE,FALSE,day
2,Porter Ranch,Los Angeles_CA,CA,66,78,9,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,86,55,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Campbell,Santa Clara_CA,CA,60.8,52,5,0,0,Haze,FALSE,FALSE,FALSE,twilight
3,Clarksburg,Montgomery_MD,MD,86,55,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Paul,Dakota_MN,MN,49,90,2,12,0.04,Rain,FALSE,FALSE,FALSE,day
2,Powell,Knox_TN,TN,87.1,67,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,64.9,70,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Roselle,DuPage_IL,IL,51,59,10,18,0,Fair,FALSE,FALSE,FALSE,day
2,Hollywood,Broward_FL,FL,78.1,87,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Fort Myers,Lee_FL,FL,64.9,93,8,3.5,0,Clear,FALSE,FALSE,TRUE,twilight
2,Alhambra,Los Angeles_CA,CA,73.4,47,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,81,82,1.8,10.4,0.05,Rain,FALSE,FALSE,FALSE,day
2,Menifee,Riverside_CA,CA,64,77,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,71.1,61,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,76,87,7,0,0.03,Light Rain with Thunder,FALSE,FALSE,FALSE,day
3,High Point,Randolph_NC,NC,89,42,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Woburn,Middlesex_MA,MA,64.9,75,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Petaluma,Sonoma_CA,CA,51.8,100,3,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Cupertino,Santa Clara_CA,CA,55,86,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Apopka,Orange_FL,FL,80.1,90,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Valhalla,Westchester_NY,NY,39.9,51,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,90,43,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,63,56,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,North Chicago,Lake_IL,IL,60.1,90,7,6.9,0,Overcast,FALSE,FALSE,TRUE,day
2,Sacramento,Sacramento_CA,CA,42.8,81,9,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,89.1,48,10,4.6,0,Scattered Clouds,TRUE,FALSE,FALSE,twilight
2,Pendleton,Umatilla_OR,OR,30,79,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Townsend,Middlesex_MA,MA,50,80,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Albany,Albany_NY,NY,33.1,92,1,0,0.06,Light Snow,FALSE,FALSE,FALSE,day
2,Accokeek,Prince George's_MD,MD,42.4,85,10,5.8,0,Overcast,FALSE,FALSE,TRUE,night
3,San Francisco,San Francisco_CA,CA,57,89,8,12.7,0.03,Light Rain,FALSE,FALSE,FALSE,day
3,Blacksburg,Cherokee_SC,SC,74.3,86,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,New York,New York_NY,NY,50,77,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,San Diego,San Diego_CA,CA,64,33,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,73.9,25,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,78.8,44,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Santa Ana,Orange_CA,CA,62,70,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Dallas,Dallas_TX,TX,42.1,67,10,11.5,0,Clear,TRUE,FALSE,FALSE,twilight
2,Los Gatos,Santa Cruz_CA,CA,55.9,80,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Anderson,Anderson_SC,SC,60.1,93,7,4.6,0.03,Light Rain,FALSE,FALSE,FALSE,day
3,Minneapolis,Hennepin_MN,MN,72,64,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oxford,Lafayette_MS,MS,61,39,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Gardena,Los Angeles_CA,CA,59,46,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Ojai,Ventura_CA,CA,59,48,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Ashburn,Loudoun_VA,VA,74,57,10,24,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,day
2,Fremont,Alameda_CA,CA,54,59,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Calabasas,Los Angeles_CA,CA,60.1,62,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
3,San Diego,San Diego_CA,CA,64,78,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,64.9,58,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Pala,San Diego_CA,CA,86,14,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Birmingham,Jefferson_AL,AL,61,31,10,9.2,0,Clear,TRUE,FALSE,FALSE,day
2,Agoura Hills,Los Angeles_CA,CA,95,31,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Miami,Miami-Dade_FL,FL,69.1,93,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Downey,Los Angeles_CA,CA,85,18,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Azusa,Los Angeles_CA,CA,66.2,24,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Durham,Durham_NC,NC,54,55,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Everett,Snohomish_WA,WA,35.1,89,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Riverside,Riverside_CA,CA,93,14,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,West Sacramento,Yolo_CA,CA,53.1,89,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Orange Park,Clay_FL,FL,86,74,10,15,0,Scattered Clouds,FALSE,FALSE,FALSE,day
4,Middletown,Frederick_MD,MD,84.2,55,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,North Charleston,Dorchester_SC,SC,57,30,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Villa Park,Dupage_IL,IL,19,62,10,23,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Delray Beach,Palm Beach_FL,FL,80.6,58,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,55.4,41,13,9.2,0,Clear,FALSE,FALSE,TRUE,day
3,Concord,Contra Costa_CA,CA,78.1,20,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,86,70,5,5.8,0,Overcast,FALSE,FALSE,TRUE,day
3,South San Francisco,San Mateo_CA,CA,55.9,64,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,New York,New York_NY,NY,39.9,41,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Houston,Harris_TX,TX,57.2,94,8,6.9,0,Overcast,FALSE,FALSE,TRUE,day
2,Oklahoma City,Oklahoma_OK,OK,25,72,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,75.9,20,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,78.1,96,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Quinton,New Kent_VA,VA,39.9,60,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Vista,San Diego_CA,CA,55,40,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Zachary,East Baton Rouge_LA,LA,84,47,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,West Palm Beach,Palm Beach_FL,FL,78.1,71,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Newberg,Yamhill_OR,OR,50,48,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Philadelphia,Philadelphia_PA,PA,59,58,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,69.1,68,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,34,82,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Miami,Miami-Dade_FL,FL,84.9,33,10,3.5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,43,68,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,82,74,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
2,Portland,Multnomah_OR,OR,63,56,10,3,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Ladson,Charleston_SC,SC,44.1,82,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,50,93,4,16.1,0.01,Overcast,FALSE,FALSE,FALSE,day
3,La Crescenta,Los Angeles_CA,CA,69.1,35,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Chicago Heights,Cook_IL,IL,57.9,74,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Omaha,Douglas_NE,NE,37.9,76,10,26.5,0,Overcast,FALSE,FALSE,TRUE,day
3,Tracy,San Joaquin_CA,CA,78.1,36,10,19.6,0,Clear,FALSE,FALSE,FALSE,day
2,Huntsville,Madison_AL,AL,68,62,8,5,0,Fair,FALSE,FALSE,FALSE,day
2,Troy,Rensselaer_NY,NY,57.9,39,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Norfolk,Norfolk_VA,VA,54,72,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Elgin,Kane_IL,IL,57.9,33,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Ashville,Fairfield_OH,OH,65,99,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Orlando,Orange_FL,FL,66.9,87,10,4.6,0,Clear,FALSE,FALSE,TRUE,twilight
2,Austin,Travis_TX,TX,70,76,10,9.2,0,Overcast,FALSE,FALSE,TRUE,day
2,Henrico,Henrico_VA,VA,67,79,10,14,0,Cloudy,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,55,31,10,12.7,0,Clear,FALSE,FALSE,TRUE,day
3,Charlestown,Suffolk_MA,MA,73,81,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,67,28,10,3,0,Fair,FALSE,FALSE,TRUE,day
3,Long Beach,Los Angeles_CA,CA,50,71,10,8.1,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,82.9,65,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Lake Arrowhead,San Bernardino_CA,CA,91.4,10,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
4,Potomac,Montgomery_MD,MD,91.9,54,10,10.4,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,60.8,82,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,New Braunfels,Comal_TX,TX,55.9,97,3,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,79,36,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,72,57,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Olympia,Thurston_WA,WA,62.1,41,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,34,96,0.5,0,0,Fog,FALSE,FALSE,TRUE,day
3,Los Angeles,Los Angeles_CA,CA,64,73,8,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Seneca,Oconee_SC,SC,82,71,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Minneapolis,Anoka_MN,MN,-4,50,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Modesto,Stanislaus_CA,CA,52,83,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Whittier,Los Angeles_CA,CA,68,40,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Wheaton,DuPage_IL,IL,71.1,35,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,37.9,89,10,13.8,0,Light Rain,FALSE,FALSE,TRUE,day
2,Jacksonville,Duval_FL,FL,82.4,26,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Petersburg,Menard_IL,IL,25,85,10,19.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Detroit,Wayne_MI,MI,21.9,89,3,6.9,0,Light Snow,FALSE,FALSE,FALSE,night
2,Saraland,Mobile_AL,AL,91,42,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Denver,Denver_CO,CO,24.8,93,2,10.4,0,Light Freezing Drizzle,FALSE,FALSE,TRUE,twilight
2,New Harmony,Washington_UT,UT,48.9,59,10,19.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Waukegan,Lake_IL,IL,39,65,7,5,0,Fair,FALSE,FALSE,TRUE,day
2,Chanhassen,Carver_MN,MN,70,65,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,77,89,9,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,75.9,87,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Flint,Genesee_MI,MI,35.1,57,10,19.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,62.1,28,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,44.1,38,10,4.6,0,Overcast,FALSE,FALSE,TRUE,day
2,Ogden,Weber_UT,UT,70,22,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,San Jose,Santa Clara_CA,CA,43,53,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Covington,Kenton_KY,KY,17,81,8,3,0,Fair,FALSE,FALSE,FALSE,day
3,Purchase,Westchester_NY,NY,44.1,100,0.2,9.2,0,Fog,FALSE,FALSE,FALSE,night
2,Elmhurst,DuPage_IL,IL,45,97,6,9,0,Cloudy,FALSE,FALSE,FALSE,day
3,Lynnwood,Snohomish_WA,WA,32,100,1,5.8,0,Light Snow,FALSE,FALSE,FALSE,day
2,Easley,Pickens_SC,SC,78.1,35,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,South El Monte,Los Angeles_CA,CA,55.4,77,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,San Fernando,Los Angeles_CA,CA,57,94,3,0,0,Haze,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,85,55,10,17,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Phoenix,Maricopa_AZ,AZ,62.1,50,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Baxter,Crow Wing_MN,MN,34,79,5,8,0,Light Snow,FALSE,FALSE,FALSE,twilight
3,Massapequa,Nassau_NY,NY,52,41,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,East Palatka,Putnam_FL,FL,64,80,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Medford,Jackson_OR,OR,63,46,10,5,0,Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,94,41,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,50,96,4,5.8,0.04,Light Rain,FALSE,FALSE,FALSE,day
3,San Jose,Santa Clara_CA,CA,64.4,52,10,5.8,0,Mostly Cloudy,TRUE,FALSE,FALSE,night
3,Madison,Limestone_AL,AL,50,66,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,55,100,2,16.1,0.18,Heavy Rain,FALSE,FALSE,TRUE,night
3,Round Rock,Travis_TX,TX,69.8,94,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Germantown,Montgomery_MD,MD,37,96,10,6.9,0.05,Light Rain,FALSE,FALSE,FALSE,twilight
3,Minneapolis,Hennepin_MN,MN,73.9,25,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Saint Helena,Napa_CA,CA,59,78,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
4,Frisco,Summit_CO,CO,26.6,74,0.2,19.6,0,Snow,FALSE,FALSE,FALSE,day
2,Vista,San Diego_CA,CA,64.9,75,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Temecula,Riverside_CA,CA,86,43,10,3,0,Fair,FALSE,FALSE,FALSE,day
